city,town,n_trade_areas,total_town_store_count,town_lat,town_lon,vol_과학·기술,vol_교육,vol_보건의료,vol_부동산,vol_소매,vol_수리·개인,vol_숙박,vol_시설관리·임대,vol_예술·스포츠,vol_음식,town_label_ko,dom_cluster_id,dom_cluster_store_count,dom_cluster_label,description_ko
서대문구,남가좌2동,10,996,37.578098153968895,126.9225498853247,68,111,39,50,211,111,11,28,46,321,중형 음식 상권,1,385,소형 소매 상권,"분석 결과, 서대문구 남가좌2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 996개의 점포 중, 약 385개가 이 핵심 상권 유형에 해당합니다."
서대문구,북가좌1동,10,343,37.574757416848236,126.90829371942591,25,59,19,27,67,46,9,8,10,73,소형 음식 상권,1,140,소형 소매 상권,"분석 결과, 서대문구 북가좌1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 343개의 점포 중, 약 140개가 이 핵심 상권 유형에 해당합니다."
서대문구,북가좌2동,10,1005,37.58076827944443,126.91298282631446,78,130,35,63,181,144,17,33,46,278,중형 음식 상권,1,375,소형 소매 상권,"분석 결과, 서대문구 북가좌2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,005개의 점포 중, 약 375개가 이 핵심 상권 유형에 해당합니다."
서대문구,북아현동,10,560,37.55837933190463,126.95499878297157,39,48,19,55,152,67,9,33,18,120,소형 소매 상권,1,286,소형 소매 상권,"분석 결과, 서대문구 북아현동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 560개의 점포 중, 약 286개가 이 핵심 상권 유형에 해당합니다."
서대문구,신촌동,10,3619,37.558370620073475,126.93820702032379,456,261,73,95,706,294,199,186,150,1199,대형 음식 상권,1,1409,소형 소매 상권,"분석 결과, 서대문구 신촌동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 3,619개의 점포 중, 약 1,409개가 이 핵심 상권 유형에 해당합니다."
서대문구,연희동,10,1836,37.56929070181985,126.93074187901463,367,178,41,73,373,142,41,80,49,492,대형 음식 상권,1,657,소형 소매 상권,"분석 결과, 서대문구 연희동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,836개의 점포 중, 약 657개가 이 핵심 상권 유형에 해당합니다."
서대문구,천연동,10,565,37.56918478901564,126.96154384685886,26,57,24,31,132,60,18,16,21,180,소형 음식 상권,1,242,소형 소매 상권,"분석 결과, 서대문구 천연동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 565개의 점포 중, 약 242개가 이 핵심 상권 유형에 해당합니다."
서대문구,충현동,10,1137,37.56337129823108,126.96192646472564,184,62,22,60,166,71,32,96,33,411,중형 음식 상권,1,409,소형 소매 상권,"분석 결과, 서대문구 충현동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,137개의 점포 중, 약 409개가 이 핵심 상권 유형에 해당합니다."
서대문구,홍은1동,10,562,37.59713944684785,126.94638365383953,46,68,14,42,121,84,5,24,18,140,소형 음식 상권,1,224,소형 소매 상권,"분석 결과, 서대문구 홍은1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 562개의 점포 중, 약 224개가 이 핵심 상권 유형에 해당합니다."
서대문구,홍은2동,10,728,37.58359335677756,126.93075354830255,88,99,15,27,137,76,6,36,42,202,중형 음식 상권,1,263,소형 소매 상권,"분석 결과, 서대문구 홍은2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 728개의 점포 중, 약 263개가 이 핵심 상권 유형에 해당합니다."
서대문구,홍제1동,10,664,37.5865374366418,126.94368950705643,58,82,39,32,128,81,7,22,27,188,소형 음식 상권,1,255,소형 소매 상권,"분석 결과, 서대문구 홍제1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 664개의 점포 중, 약 255개가 이 핵심 상권 유형에 해당합니다."
서대문구,홍제2동,10,371,37.58634052901761,126.94796974465262,35,52,15,25,80,44,1,15,24,80,소형 소매 상권,1,160,소형 소매 상권,"분석 결과, 서대문구 홍제2동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 371개의 점포 중, 약 160개가 이 핵심 상권 유형에 해당합니다."
서대문구,홍제3동,10,850,37.5921795283539,126.94621893176866,43,86,51,35,251,80,11,15,29,249,중형 소매 상권,1,392,소형 소매 상권,"분석 결과, 서대문구 홍제3동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 850개의 점포 중, 약 392개가 이 핵심 상권 유형에 해당합니다."
서초구,내곡동,10,569,37.452721910203216,127.05875608538403,126,63,25,41,146,22,1,24,13,108,소형 소매 상권,1,250,소형 소매 상권,"분석 결과, 서초구 내곡동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 569개의 점포 중, 약 250개가 이 핵심 상권 유형에 해당합니다."
서초구,반포1동,10,1728,37.506428229131345,127.01939360074138,408,145,135,148,252,179,29,81,51,300,대형 과학·기술 상권,1,696,소형 소매 상권,"분석 결과, 서초구 반포1동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,728개의 점포 중, 약 696개가 이 핵심 상권 유형에 해당합니다."
서초구,반포2동,9,414,37.50532732176082,126.99778439778271,19,74,34,69,86,47,0,3,11,71,소형 소매 상권,1,203,소형 소매 상권,"분석 결과, 서초구 반포2동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 414개의 점포 중, 약 203개가 이 핵심 상권 유형에 해당합니다."
서초구,반포3동,9,1229,37.50746934179929,127.00499708325414,43,182,62,99,588,55,0,18,38,144,대형 소매 상권,1,805,소형 소매 상권,"분석 결과, 서초구 반포3동은(는) 전반적으로 [대형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,229개의 점포 중, 약 805개가 이 핵심 상권 유형에 해당합니다."
서초구,반포4동,10,2512,37.501014852730066,127.00389613434318,246,365,59,38,1040,139,6,42,75,502,대형 소매 상권,1,1260,소형 소매 상권,"분석 결과, 서초구 반포4동은(는) 전반적으로 [대형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,512개의 점포 중, 약 1,260개가 이 핵심 상권 유형에 해당합니다."
서초구,반포본동,9,230,37.502388560892186,126.98736172847299,20,32,3,53,75,16,0,13,3,15,소형 소매 상권,1,147,소형 소매 상권,"분석 결과, 서초구 반포본동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 230개의 점포 중, 약 147개가 이 핵심 상권 유형에 해당합니다."
서초구,방배1동,10,1308,37.48429022825521,126.99526865794653,326,134,72,74,186,133,16,50,55,262,대형 과학·기술 상권,1,453,소형 소매 상권,"분석 결과, 서초구 방배1동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,308개의 점포 중, 약 453개가 이 핵심 상권 유형에 해당합니다."
서초구,방배2동,10,1381,37.479560073989084,126.98442670098203,325,145,40,98,157,120,7,77,49,363,대형 음식 상권,1,428,소형 소매 상권,"분석 결과, 서초구 방배2동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,381개의 점포 중, 약 428개가 이 핵심 상권 유형에 해당합니다."
서초구,방배3동,10,628,37.47852538487142,126.99703926134177,131,79,17,46,116,76,2,47,18,96,소형 과학·기술 상권,1,246,소형 소매 상권,"분석 결과, 서초구 방배3동은(는) 전반적으로 [소형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 628개의 점포 중, 약 246개가 이 핵심 상권 유형에 해당합니다."
서초구,방배4동,10,1681,37.48891975329461,126.98888647897631,387,197,92,110,281,174,7,78,51,304,대형 과학·기술 상권,1,619,소형 소매 상권,"분석 결과, 서초구 방배4동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,681개의 점포 중, 약 619개가 이 핵심 상권 유형에 해당합니다."
서초구,방배본동,10,1212,37.49440533228877,126.9867946748553,195,182,33,54,253,120,10,47,48,270,대형 음식 상권,1,445,소형 소매 상권,"분석 결과, 서초구 방배본동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,212개의 점포 중, 약 445개가 이 핵심 상권 유형에 해당합니다."
서초구,서초1동,10,3230,37.48938478961226,127.0178143908798,1238,267,84,152,543,176,41,197,72,460,대형 과학·기술 상권,1,1089,소형 소매 상권,"분석 결과, 서초구 서초1동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 3,230개의 점포 중, 약 1,089개가 이 핵심 상권 유형에 해당합니다."
서초구,서초2동,10,4574,37.49105749468527,127.02877591046294,1714,578,141,305,563,249,19,291,84,630,대형 과학·기술 상권,1,1403,소형 소매 상권,"분석 결과, 서초구 서초2동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 4,574개의 점포 중, 약 1,403개가 이 핵심 상권 유형에 해당합니다."
서초구,서초3동,10,6897,37.48805900660112,127.01138855749441,3686,385,131,311,552,247,111,286,159,1029,대형 과학·기술 상권,1,1550,소형 소매 상권,"분석 결과, 서초구 서초3동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 6,897개의 점포 중, 약 1,550개가 이 핵심 상권 유형에 해당합니다."
서초구,서초4동,10,3336,37.49903855757325,127.02105114674148,1303,323,336,165,335,179,13,106,103,473,대형 과학·기술 상권,1,1058,소형 소매 상권,"분석 결과, 서초구 서초4동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 3,336개의 점포 중, 약 1,058개가 이 핵심 상권 유형에 해당합니다."
서초구,양재1동,10,2719,37.47731142963106,127.03432837518297,888,257,83,98,383,173,12,163,93,569,대형 과학·기술 상권,1,832,소형 소매 상권,"분석 결과, 서초구 양재1동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,719개의 점포 중, 약 832개가 이 핵심 상권 유형에 해당합니다."
서초구,양재2동,10,3165,37.470579239268645,127.04239292466022,977,186,41,113,674,215,23,207,88,641,대형 과학·기술 상권,1,1146,소형 소매 상권,"분석 결과, 서초구 양재2동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 3,165개의 점포 중, 약 1,146개가 이 핵심 상권 유형에 해당합니다."
서초구,잠원동,10,2078,37.51434413479341,127.01718809943243,656,218,117,164,240,142,15,121,51,354,대형 과학·기술 상권,1,708,소형 소매 상권,"분석 결과, 서초구 잠원동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,078개의 점포 중, 약 708개가 이 핵심 상권 유형에 해당합니다."
성동구,금호1가동,10,334,37.552790628482754,127.02463077476588,28,67,15,22,68,36,1,5,14,78,소형 음식 상권,1,125,소형 소매 상권,"분석 결과, 성동구 금호1가동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 334개의 점포 중, 약 125개가 이 핵심 상권 유형에 해당합니다."
성동구,금호2.3가동,10,714,37.55108030694218,127.02076286324227,43,55,34,49,169,93,11,13,25,222,중형 음식 상권,1,301,소형 소매 상권,"분석 결과, 성동구 금호2.3가동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 714개의 점포 중, 약 301개가 이 핵심 상권 유형에 해당합니다."
성동구,금호4가동,10,444,37.54731996826123,127.02082478759046,31,47,31,28,96,63,4,6,19,119,소형 음식 상권,1,184,소형 소매 상권,"분석 결과, 성동구 금호4가동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 444개의 점포 중, 약 184개가 이 핵심 상권 유형에 해당합니다."
성동구,마장동,10,744,37.56722203238455,127.04044393854349,88,40,16,35,211,89,7,41,29,188,중형 소매 상권,1,339,소형 소매 상권,"분석 결과, 성동구 마장동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 744개의 점포 중, 약 339개가 이 핵심 상권 유형에 해당합니다."
성동구,사근동,10,827,37.55902438344782,127.04297346149808,69,36,9,30,119,58,30,28,58,390,중형 음식 상권,1,274,소형 소매 상권,"분석 결과, 성동구 사근동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 827개의 점포 중, 약 274개가 이 핵심 상권 유형에 해당합니다."
성동구,성수1가1동,10,1159,37.54158898699686,127.04755922508355,353,101,13,69,175,93,12,60,28,255,중형 과학·기술 상권,1,357,소형 소매 상권,"분석 결과, 성동구 성수1가1동은(는) 전반적으로 [중형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,159개의 점포 중, 약 357개가 이 핵심 상권 유형에 해당합니다."
성동구,성수1가2동,10,2407,37.547870575830416,127.04694284942119,858,123,38,81,357,160,29,104,43,614,대형 과학·기술 상권,1,652,소형 소매 상권,"분석 결과, 성동구 성수1가2동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 2,407개의 점포 중, 약 652개가 이 핵심 상권 유형에 해당합니다."
성동구,성수2가1동,10,1606,37.538946016448484,127.05571746790785,367,54,25,73,360,140,23,70,39,455,대형 음식 상권,1,590,소형 소매 상권,"분석 결과, 성동구 성수2가1동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,606개의 점포 중, 약 590개가 이 핵심 상권 유형에 해당합니다."
성동구,성수2가3동,10,3487,37.545304651152186,127.05703908907905,1367,136,58,140,564,262,26,194,73,667,대형 과학·기술 상권,1,1055,소형 소매 상권,"분석 결과, 성동구 성수2가3동은(는) 전반적으로 [대형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 3,487개의 점포 중, 약 1,055개가 이 핵심 상권 유형에 해당합니다."
성동구,송정동,10,457,37.550568250631365,127.06621636302198,137,22,5,12,90,59,10,22,12,88,소형 과학·기술 상권,1,151,소형 소매 상권,"분석 결과, 성동구 송정동은(는) 전반적으로 [소형 과학·기술 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 457개의 점포 중, 약 151개가 이 핵심 상권 유형에 해당합니다."
성동구,옥수동,9,624,37.542632400010284,127.01461148440427,63,107,33,50,95,69,0,21,29,157,소형 음식 상권,1,228,소형 소매 상권,"분석 결과, 성동구 옥수동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 624개의 점포 중, 약 228개가 이 핵심 상권 유형에 해당합니다."
성동구,왕십리2동,10,493,37.562468047854914,127.02997911824434,41,40,19,30,121,66,19,16,18,123,소형 음식 상권,1,223,소형 소매 상권,"분석 결과, 성동구 왕십리2동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 493개의 점포 중, 약 223개가 이 핵심 상권 유형에 해당합니다."
성동구,왕십리도선동,10,1408,37.56492954376738,127.03152094544252,173,100,59,61,231,182,28,66,47,461,대형 음식 상권,1,492,소형 소매 상권,"분석 결과, 성동구 왕십리도선동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,408개의 점포 중, 약 492개가 이 핵심 상권 유형에 해당합니다."
성동구,용답동,10,968,37.56261310339986,127.05831743488405,131,34,24,45,233,161,13,70,32,225,중형 소매 상권,1,417,소형 소매 상권,"분석 결과, 성동구 용답동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 968개의 점포 중, 약 417개가 이 핵심 상권 유형에 해당합니다."
성동구,응봉동,10,177,37.55156210831506,127.03231997205087,16,33,8,12,41,26,2,3,7,29,소형 소매 상권,1,73,소형 소매 상권,"분석 결과, 성동구 응봉동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 177개의 점포 중, 약 73개가 이 핵심 상권 유형에 해당합니다."
성동구,행당1동,10,936,37.56002029057779,127.03558689714927,71,89,44,40,228,104,12,27,40,281,중형 음식 상권,1,391,소형 소매 상권,"분석 결과, 성동구 행당1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 936개의 점포 중, 약 391개가 이 핵심 상권 유형에 해당합니다."
성동구,행당2동,10,420,37.55725069222518,127.0297906676744,25,113,21,25,90,55,6,5,10,70,소형 교육 상권,1,157,소형 소매 상권,"분석 결과, 성동구 행당2동은(는) 전반적으로 [소형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 420개의 점포 중, 약 157개가 이 핵심 상권 유형에 해당합니다."
성북구,길음1동,10,691,37.60545720674448,127.02212530766863,23,130,37,43,176,80,3,9,27,163,중형 소매 상권,1,295,소형 소매 상권,"분석 결과, 성북구 길음1동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 691개의 점포 중, 약 295개가 이 핵심 상권 유형에 해당합니다."
성북구,길음2동,10,824,37.60784486359593,127.02720760580173,34,113,33,45,314,84,4,17,18,162,중형 소매 상권,1,431,소형 소매 상권,"분석 결과, 성북구 길음2동은(는) 전반적으로 [중형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 824개의 점포 중, 약 431개가 이 핵심 상권 유형에 해당합니다."
성북구,돈암1동,9,259,37.60053500120446,127.02380647579288,8,109,11,6,54,24,0,6,6,35,소형 교육 상권,1,83,소형 소매 상권,"분석 결과, 성북구 돈암1동은(는) 전반적으로 [소형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 259개의 점포 중, 약 83개가 이 핵심 상권 유형에 해당합니다."
성북구,돈암2동,9,204,37.596341550077845,127.01366073056634,12,53,6,15,37,23,0,3,8,47,소형 교육 상권,1,69,소형 소매 상권,"분석 결과, 성북구 돈암2동은(는) 전반적으로 [소형 교육 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 204개의 점포 중, 약 69개가 이 핵심 상권 유형에 해당합니다."
성북구,동선동,10,1748,37.593150531190915,127.01771524171738,116,156,68,58,291,247,48,38,94,632,대형 음식 상권,1,597,소형 소매 상권,"분석 결과, 성북구 동선동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,748개의 점포 중, 약 597개가 이 핵심 상권 유형에 해당합니다."
성북구,보문동,10,654,37.58319615693608,127.01993213207666,76,42,21,39,159,93,14,24,20,166,소형 음식 상권,1,277,소형 소매 상권,"분석 결과, 성북구 보문동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 654개의 점포 중, 약 277개가 이 핵심 상권 유형에 해당합니다."
성북구,삼선동,10,1449,37.58878778591907,127.01213851062812,202,124,51,55,291,129,40,57,56,444,대형 음식 상권,1,550,소형 소매 상권,"분석 결과, 성북구 삼선동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,449개의 점포 중, 약 550개가 이 핵심 상권 유형에 해당합니다."
성북구,석관동,10,1216,37.60975236920412,127.06109438573677,84,79,42,63,299,168,13,41,53,374,대형 음식 상권,1,511,소형 소매 상권,"분석 결과, 성북구 석관동은(는) 전반적으로 [대형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,216개의 점포 중, 약 511개가 이 핵심 상권 유형에 해당합니다."
성북구,성북동,10,1050,37.591570452056104,127.00421146895663,205,120,34,46,212,88,27,53,24,241,중형 음식 상권,1,396,소형 소매 상권,"분석 결과, 성북구 성북동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,050개의 점포 중, 약 396개가 이 핵심 상권 유형에 해당합니다."
성북구,안암동,10,1064,37.585797636924134,127.02729681677597,74,86,15,37,167,85,27,45,60,468,중형 음식 상권,1,351,소형 소매 상권,"분석 결과, 성북구 안암동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 1,064개의 점포 중, 약 351개가 이 핵심 상권 유형에 해당합니다."
성북구,월곡1동,10,703,37.60735212454556,127.03480292500373,34,91,30,39,172,99,2,26,23,187,중형 음식 상권,1,292,소형 소매 상권,"분석 결과, 성북구 월곡1동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 703개의 점포 중, 약 292개가 이 핵심 상권 유형에 해당합니다."
성북구,월곡2동,10,932,37.60442819126256,127.0432300754007,55,68,32,35,189,140,14,33,54,312,중형 음식 상권,1,357,소형 소매 상권,"분석 결과, 성북구 월곡2동은(는) 전반적으로 [중형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 932개의 점포 중, 약 357개가 이 핵심 상권 유형에 해당합니다."
성북구,장위1동,10,588,37.61557065365787,127.04584414129802,41,47,11,35,144,101,2,20,25,162,소형 음식 상권,1,237,소형 소매 상권,"분석 결과, 성북구 장위1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 588개의 점포 중, 약 237개가 이 핵심 상권 유형에 해당합니다."
성북구,장위2동,10,632,37.61245280750311,127.05259158800035,66,31,18,44,188,93,5,25,13,149,소형 소매 상권,1,293,소형 소매 상권,"분석 결과, 성북구 장위2동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 632개의 점포 중, 약 293개가 이 핵심 상권 유형에 해당합니다."
성북구,장위3동,10,299,37.61877250108069,127.05236497056687,13,38,12,41,68,38,4,7,12,66,소형 소매 상권,1,144,소형 소매 상권,"분석 결과, 성북구 장위3동은(는) 전반적으로 [소형 소매 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 299개의 점포 중, 약 144개가 이 핵심 상권 유형에 해당합니다."
성북구,정릉1동,10,468,37.60323892082609,127.01712346539708,40,74,17,26,96,73,6,14,18,104,소형 음식 상권,1,177,소형 소매 상권,"분석 결과, 성북구 정릉1동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 468개의 점포 중, 약 177개가 이 핵심 상권 유형에 해당합니다."
성북구,정릉2동,10,550,37.60493888252969,127.01141063737103,36,72,28,22,123,77,4,13,28,147,소형 음식 상권,1,218,소형 소매 상권,"분석 결과, 성북구 정릉2동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 550개의 점포 중, 약 218개가 이 핵심 상권 유형에 해당합니다."
성북구,정릉3동,10,465,37.608881227390086,127.00371526841586,55,27,5,20,105,55,8,15,20,155,소형 음식 상권,1,173,소형 소매 상권,"분석 결과, 성북구 정릉3동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 465개의 점포 중, 약 173개가 이 핵심 상권 유형에 해당합니다."
성북구,정릉4동,10,579,37.61359581447273,127.00832098985788,45,67,23,35,137,64,8,18,28,154,소형 음식 상권,1,249,소형 소매 상권,"분석 결과, 성북구 정릉4동은(는) 전반적으로 [소형 음식 상권]으로 분류됩니다. 이 지역의 핵심적인 특징은 '소형 소매 상권' 유형이 주도하고 있습니다. 전체 약 579개의 점포 중, 약 249개가 이 핵심 상권 유형에 해당합니다."
